LocalityID	CollectorName	LastNameGuess	VerbatimCollectors	FieldNo	iYear	VerbatimDate
6418	C.D. Barbour	Barbour	R.D. Suttkus & C.D. Barbour	RDS 3650	1965	8/4/1965
6419	R.D. Suttkus	Suttkus	R.D. Suttkus & Francis Rose	RDS 3654	1965	23/4/1965
6419	Francis Rose	Rose	R.D. Suttkus & Francis Rose	RDS 3654	1965	23/4/1965
6420	R.D. Suttkus	Suttkus	R.D. Suttkus & Francis Rose	RDS 3655	1965	24/4/1965
6420	Francis Rose	Rose	R.D. Suttkus & Francis Rose	RDS 3655	1965	24/4/1965
6421	R.D. Suttkus	Suttkus	R.D. Suttkus & Francis Rose	RDS 3656	1965	24/4/1965
6421	Francis Rose	Rose	R.D. Suttkus & Francis Rose	RDS 3656	1965	24/4/1965
6422	R.D. Suttkus	Suttkus	R.D. Suttkus & C. Jones	RDS 3680	1965	20/5/1965
6422	C. Jones	Jones	R.D. Suttkus & C. Jones	RDS 3680	1965	20/5/1965
6423	Environmental Biology Class	Class Group	Environmental Biology Class	RDS 3693	1965	13/6/1965
6424	Environmental Biology Class	Class Group	Environmental Biology Class	RDS 3708	1965	22/6/1965
6425	Environmental Biology Class	Class Group	Environmental Biology Class	RDS 3711	1965	26/6/1965
6426	Environmental Biol. Class	Class Group	Environmental Biol. Class	RDS 3725	1965	10/7/1965
6427	Environmental Biol. Class	Class Group	Environmental Biol. Class	RDS 3726	1965	11/7/1965
6428	Environmental Biol. Class	Class Group	Environmental Biol. Class	RDS 3728	1965	13 July 1965
6429	R.D. Suttkus	Suttkus	"Suttkus, Clemmer & Enivron. Bio. Class"	RDS 3729	1965	13/7/1965
6429	Clemmer	Clemmer	"Suttkus, Clemmer & Enivron. Bio. Class"	RDS 3729	1965	13/7/1965
6429	Enivron. Bio. Class	Class Group	"Suttkus, Clemmer & Enivron. Bio. Class"	RDS 3729	1965	13/7/1965
6430	Environmental Biol. Class	Class Group	Environmental Biol. Class	RDS 3734	1965	30/7/1965
6431	R.D. Suttkus	Suttkus	R.D. Suttkus & G.E. Gunning	RDS 3736	1965	6/8/1965
6431	G.E. Gunning	Gunning	R.D. Suttkus & G.E. Gunning	RDS 3736	1965	6/8/1965
6432	R.D. Suttkus	Suttkus	R.D. Suttkus & G.E. Gunning	RDS 3739	1965	6/8/1965
6432	G.E. Gunning	Gunning	R.D. Suttkus & G.E. Gunning	RDS 3739	1965	6/8/1965
6433	R.D. Suttkus	Suttkus	R.D. Suttkus & G.E. Gunning	RDS 3751	1965	1/9/1965
6433	G.E. Gunning	Gunning	R.D. Suttkus & G.E. Gunning	RDS 3751	1965	1/9/1965
6434	R.D. Suttkus	Suttkus	Suttkus & R/V Anton Bruun	RDS 3756	1965	5/9/1965
6434	R/V Anton Bruun	Ship Personnel	Suttkus & R/V Anton Bruun	RDS 3756	1965	5/9/1965
6435	R.D. Suttkus	Suttkus	Suttkus & R/V Anton Bruun	RDS 3757	1965	5/9/1965
6435	R/V Anton Bruun	Ship Personnel	Suttkus & R/V Anton Bruun	RDS 3757	1965	5/9/1965
6436	R/V Anton Bruun	Ship Personnel	R/V Anton Bruun	RDS 3758	1965	5/9/1965
6437	R/V Anton Bruun	Ship Personnel	R/V Anton Bruun	RDS 3759	1965	8/9/1965
6438	R.D. Suttkus	Suttkus	R.D. Suttkus	RDS 3760	1965	8/9/1965
6439	R/V Anton Bruun	Ship Personnel	R/V Anton Bruun	RDS 3761	1965	8/9/1965
6440	R/V Anton Bruun	Ship Personnel	R/V Anton Bruun	RDS 3762	1965	8/9/1965
6441	R/V Anton Bruun	Ship Personnel	R/V Anton Bruun	RDS 3763	1965	8/9/1965
6442	R/V Anton Bruun	Ship Personnel	R/V Anton Bruun	RDS 3764	1965	9/9/1965
6443	R/V Anton Bruun	Ship Personnel	R/V Anton Bruun	RDS 3765	1965	9/9/1965
6444	R/V Anton Bruun	Ship Personnel	R/V Anton Bruun	RDS 3766	1965	10/9/1965
6445	R/V Anton Bruun	Ship Personnel	R/V Anton Bruun	RDS 3767	1965	11/9/1965
6446	R/V Anton Bruun	Ship Personnel	R/V Anton Bruun	RDS 3768	1965	12/9/1965
6447	R/V Anton Bruun	Ship Personnel	R/V Anton Bruun	RDS 3769	1965	12/9/1965
6448	R/V Anton Bruun	Ship Personnel	R/V Anton Bruun	RDS 3770	1965	12/9/1965
6449	R/V Anton Bruun	Ship Personnel	R/V Anton Bruun	RDS 3771	1965	12/9/1965
6450	R/V Anton Bruun	Ship Personnel	R/V Anton Bruun	RDS 3772	1965	12/9/1965
6451	R/V Anton Bruun	Ship Personnel	R/V Anton Bruun	RDS 3774	1965	13/9/1965
6452	R/V Anton Bruun	Ship Personnel	R/V Anton Bruun	RDS 3775	1965	15/9/1965
6453	R/V Anton Bruun	Ship Personnel	R/V Anton Bruun	RDS 3776	1965	16/9/1965
6454	R/V Anton Bruun	Ship Personnel	R/V Anton Bruun	RDS 3777	1965	17/9/1965
6455	R/V Anton Bruun	Ship Personnel	R/V Anton Bruun	RDS 3778	1965	17/9/1965
6456	R/V Anton Bruun	Ship Personnel	R/V Anton Bruun	RDS 3779	1965	17/9/1965
6457	R/V Anton Bruun	Ship Personnel	R/V Anton Bruun	RDS 3780	1965	17/9/1965
6458	R/V Anton Bruun	Ship Personnel	R/V Anton Bruun	RDS 3781	1965	17/9/1965
6459	R/V Anton Bruun	Ship Personnel	R/V Anton Bruun	RDS 3782	1965	17/9/1965
6460	R/V Anton Bruun	Ship Personnel	R/V Anton Bruun	RDS 3783	1965	18/9/1965
6461	R/V Anton Bruun	Ship Personnel	R/V Anton Bruun	RDS 3785	1965	18/9/1965
6462	R.D. Suttkus	Suttkus	RD Suttkus	RDS 3786	1965	16/9/1965
6463	R/V Anton Bruun	Ship Personnel	R/V Anton Bruun	RDS 3787	1965	19/9/1965
6464	R.D. Suttkus	Suttkus	R.D. Suttkus	RDS 3789	1965	10/10/1965
6465	R.D. Suttkus	Suttkus	"R.D. Suttkus, G.E. Gunning & C.D. Barbour"	RDS 3798	1965	28/10/1965
6465	G.E. Gunning	Gunning	"R.D. Suttkus, G.E. Gunning & C.D. Barbour"	RDS 3798	1965	28/10/1965
6465	C.D. Barbour	Barbour	"R.D. Suttkus, G.E. Gunning & C.D. Barbour"	RDS 3798	1965	28/10/1965
6466	R.D. Suttkus	Suttkus	"R.D. Suttkus, G.H. Clemmer & Zieman"	RDS 3809	1965	15/11/1965
6466	G.H. Clemmer	Clemmer	"R.D. Suttkus, G.H. Clemmer & Zieman"	RDS 3809	1965	15/11/1965
6466	Zieman	Zieman	"R.D. Suttkus, G.H. Clemmer & Zieman"	RDS 3809	1965	15/11/1965
6467	R.D. Suttkus	Suttkus	Suttkus & Gunning	RDS 3813	1965	19/11/1965
6467	Gunning	Gunning	Suttkus & Gunning	RDS 3813	1965	19/11/1965
8728	R.D. Suttkus	Suttkus	Suttkus & Gunning	SUT-10-DEC-1965	1965	10/12/1965
8728	Gunning	Gunning	Suttkus & Gunning	SUT-10-DEC-1965	1965	10/12/1965
14266	R.D. Suttkus	Suttkus	R.D. Suttkus & G.E. Gunning	RDS 3618	1965	15/1/1965
14266	G.E. Gunning	Gunning	R.D. Suttkus & G.E. Gunning	RDS 3618	1965	15/1/1965
14267	R.D. Suttkus	Suttkus	R.D. Suttkus & G.E. Gunning	RDS 3620	1965	15/1/1965
14267	G.E. Gunning	Gunning	R.D. Suttkus & G.E. Gunning	RDS 3620	1965	15/1/1965
14268	R.D. Suttkus	Suttkus	R.D. Suttkus & G.E. Gunning	RDS 3621	1965	15/1/1965
14268	G.E. Gunning	Gunning	R.D. Suttkus & G.E. Gunning	RDS 3621	1965	15/1/1965
14269	R.D. Suttkus	Suttkus	R.D. Suttkus & G.E. Gunning	RDS 3622	1965	15 Jan 1965
14269	G.E. Gunning	Gunning	R.D. Suttkus & G.E. Gunning	RDS 3622	1965	15 Jan 1965
14270	R.D. Suttkus	Suttkus	R.D. Suttkus & G.E. Gunning	RDS 3623	1965	16 January 1965
14270	G.E. Gunning	Gunning	R.D. Suttkus & G.E. Gunning	RDS 3623	1965	16 January 1965
14271	R.D. Suttkus	Suttkus	R.D. Suttkus & G.E. Gunning	RDS 3624	1965	12 Feb 1965
14271	G.E. Gunning	Gunning	R.D. Suttkus & G.E. Gunning	RDS 3624	1965	12 Feb 1965
14272	R.D. Suttkus	Suttkus	R.D. Suttkus & G.E. Gunning	RDS 3625	1965	12 Feb 1965
14272	G.E. Gunning	Gunning	R.D. Suttkus & G.E. Gunning	RDS 3625	1965	12 Feb 1965
14273	R.D. Suttkus	Suttkus	R.D. Suttkus & G.E. Gunning	RDS 3626	1965	12 Feb 1965
14273	G.E. Gunning	Gunning	R.D. Suttkus & G.E. Gunning	RDS 3626	1965	12 Feb 1965
14274	R.D. Suttkus	Suttkus	R.D. Suttkus & G.E. Gunning	RDS 3627	1965	12/2/1965
14274	G.E. Gunning	Gunning	R.D. Suttkus & G.E. Gunning	RDS 3627	1965	12/2/1965
14275	R.D. Suttkus	Suttkus	R.D. Suttkus & G.E. Gunning	RDS 3628	1965	12 February 1965
14275	G.E. Gunning	Gunning	R.D. Suttkus & G.E. Gunning	RDS 3628	1965	12 February 1965
14276	R.D. Suttkus	Suttkus	R.D. Suttkus & G.E. Gunning	RDS 3629	1965	12-13 Feb 1965
14276	G.E. Gunning	Gunning	R.D. Suttkus & G.E. Gunning	RDS 3629	1965	12-13 Feb 1965
14277	R.D. Suttkus	Suttkus	R.D. Suttkus & G.E. Gunning-from fishermen	RDS 3630	1965	12/2/1965
14277	G.E. Gunning	Gunning	R.D. Suttkus & G.E. Gunning-from fishermen	RDS 3630	1965	12/2/1965
14278	R.D. Suttkus	Suttkus	"R.D. Suttkus, F. Rose & J. Willis"	RDS 3631	1965	21/2/1965
14278	F. Rose	Rose	"R.D. Suttkus, F. Rose & J. Willis"	RDS 3631	1965	21/2/1965
14278	J. Willis	Willis	"R.D. Suttkus, F. Rose & J. Willis"	RDS 3631	1965	21/2/1965
14279	R.D. Suttkus	Suttkus	R.D. Suttkus & G.E. Gunning	RDS 3635	1965	4/3/1965
14279	G.E. Gunning	Gunning	R.D. Suttkus & G.E. Gunning	RDS 3635	1965	4/3/1965
14280	R.D. Suttkus	Suttkus	R.D. Suttkus & G.E. Gunning	RDS 3638	1965	4/3/1965
14280	G.E. Gunning	Gunning	R.D. Suttkus & G.E. Gunning	RDS 3638	1965	4/3/1965
14281	R.D. Suttkus	Suttkus	R.D. Suttkus & G.E. Gunning	RDS 3639	1965	4 March 1965
14281	G.E. Gunning	Gunning	R.D. Suttkus & G.E. Gunning	RDS 3639	1965	4 March 1965
14282	R.D. Suttkus	Suttkus	R.D. Suttkus & G.E. Gunning	RDS 3640	1965	4 Mar 1965
14282	G.E. Gunning	Gunning	R.D. Suttkus & G.E. Gunning	RDS 3640	1965	4 Mar 1965
14283	R.D. Suttkus	Suttkus	R.D. & J.S. Suttkus	RDS 3641	1965	18 Mar 1965
14283	J.S. Suttkus	Suttkus	R.D. & J.S. Suttkus	RDS 3641	1965	18 Mar 1965
14284	R.D. Suttkus	Suttkus	Suttkus & L. Ogren	RDS 3643	1965	19/3/1965
14284	L. Ogren	Ogren	Suttkus & L. Ogren	RDS 3643	1965	19/3/1965
14285	R.D. Suttkus	Suttkus	R.D. Suttkus & C.D. Barbour	RDS 3644	1965	25 Mar 1965
14285	C.D. Barbour	Barbour	R.D. Suttkus & C.D. Barbour	RDS 3644	1965	25 Mar 1965
14286	R.D. Suttkus	Suttkus	"R.D. Suttkus, C.D. Barbour & Reed"	RDS 3645	1965	3 April 1965
14286	C.D. Barbour	Barbour	"R.D. Suttkus, C.D. Barbour & Reed"	RDS 3645	1965	3 April 1965
14286	Reed	Reed	"R.D. Suttkus, C.D. Barbour & Reed"	RDS 3645	1965	3 April 1965
14287	R.D. Suttkus	Suttkus	R.D. Suttkus & C.D. Barbour	RDS 3649	1965	8 April 1965
14287	C.D. Barbour	Barbour	R.D. Suttkus & C.D. Barbour	RDS 3649	1965	8 April 1965
14288	R.D. Suttkus	Suttkus	"R.D. Suttkus, C.D. Barbour & Reed"	RDS 3651	1965	8 April 1965
14288	C.D. Barbour	Barbour	"R.D. Suttkus, C.D. Barbour & Reed"	RDS 3651	1965	8 April 1965
14288	Reed	Reed	"R.D. Suttkus, C.D. Barbour & Reed"	RDS 3651	1965	8 April 1965
14289	R.D. Suttkus	Suttkus	R.D. Suttkus & Francis Rose	RDS 3652	1965	22/4/1965
14289	Francis Rose	Rose	R.D. Suttkus & Francis Rose	RDS 3652	1965	22/4/1965
14290	R.D. Suttkus	Suttkus	R.D. Suttkus & Francis Rose	RDS 3653	1965	23 April 1965
14290	Francis Rose	Rose	R.D. Suttkus & Francis Rose	RDS 3653	1965	23 April 1965
14291	R.D. Suttkus	Suttkus	R.D. Suttkus & Francis Rose	RDS 3657	1965	25/4/1965
14291	Francis Rose	Rose	R.D. Suttkus & Francis Rose	RDS 3657	1965	25/4/1965
14292	R.D. Suttkus	Suttkus	R.D. Suttkus & Francis Rose	RDS 3658	1965	25/4/1965
14292	Francis Rose	Rose	R.D. Suttkus & Francis Rose	RDS 3658	1965	25/4/1965
14293	R.D. Suttkus	Suttkus	R.D. Suttkus & Francis Rose	RDS 3659	1965	26/4/1965
14293	Francis Rose	Rose	R.D. Suttkus & Francis Rose	RDS 3659	1965	26/4/1965
14294	R.D. Suttkus	Suttkus	R.D. Suttkus & Francis Rose	RDS 3660	1965	26/4/1965
14294	Francis Rose	Rose	R.D. Suttkus & Francis Rose	RDS 3660	1965	26/4/1965
14295	R.D. Suttkus	Suttkus	R.D. Suttkus & Francis Rose	RDS 3661	1965	28/4/1965
14295	Francis Rose	Rose	R.D. Suttkus & Francis Rose	RDS 3661	1965	28/4/1965
14296	R.D. Suttkus	Suttkus	R.D. Suttkus & Clemmer	RDS 3662	1965	6 May 1965
14296	Clemmer	Clemmer	R.D. Suttkus & Clemmer	RDS 3662	1965	6 May 1965
14297	R.D. Suttkus	Suttkus	Suttkus & Clemmer	RDS 3663	1965	6 May 1965
14297	Clemmer	Clemmer	Suttkus & Clemmer	RDS 3663	1965	6 May 1965
14298	R.D. Suttkus	Suttkus	Suttkus & Clemmer	RDS 3664	1965	7/5/1965
14298	Clemmer	Clemmer	Suttkus & Clemmer	RDS 3664	1965	7/5/1965
14299	R.D. Suttkus	Suttkus	"R.D. Suttkus, Clemmer, Hall & R. Fitz"	RDS 3665	1965	8/5/1965
14299	Clemmer	Clemmer	"R.D. Suttkus, Clemmer, Hall & R. Fitz"	RDS 3665	1965	8/5/1965
14299	Hall	Hall	"R.D. Suttkus, Clemmer, Hall & R. Fitz"	RDS 3665	1965	8/5/1965
14299	R. Fitz	Fitz	"R.D. Suttkus, Clemmer, Hall & R. Fitz"	RDS 3665	1965	8/5/1965
14300	R.D. Suttkus	Suttkus	"Suttkus, Clemmer, Hall & R. Fitz"	RDS 3666	1965	8/5/1965
14300	Clemmer	Clemmer	"Suttkus, Clemmer, Hall & R. Fitz"	RDS 3666	1965	8/5/1965
14300	Hall	Hall	"Suttkus, Clemmer, Hall & R. Fitz"	RDS 3666	1965	8/5/1965
14300	R. Fitz	Fitz	"Suttkus, Clemmer, Hall & R. Fitz"	RDS 3666	1965	8/5/1965
14301	R.D. Suttkus	Suttkus	"R.D. Suttkus,  Clemmer, Fitz, Hall"	RDS 3667	1965	8/5/1965
14301	Clemmer	Clemmer	"R.D. Suttkus,  Clemmer, Fitz, Hall"	RDS 3667	1965	8/5/1965
14301	Fitz	Fitz	"R.D. Suttkus,  Clemmer, Fitz, Hall"	RDS 3667	1965	8/5/1965
14301	Hall	Hall	"R.D. Suttkus,  Clemmer, Fitz, Hall"	RDS 3667	1965	8/5/1965
14302	R.D. Suttkus	Suttkus	R.D. Suttkus & Clemmer	RDS 3668	1965	9/5/1965
14302	Clemmer	Clemmer	R.D. Suttkus & Clemmer	RDS 3668	1965	9/5/1965
14303	R.D. Suttkus	Suttkus	R.D. Suttkus & Clemmer	RDS 3669	1965	10/5/1965
14303	Clemmer	Clemmer	R.D. Suttkus & Clemmer	RDS 3669	1965	10/5/1965
14304	R.D. Suttkus	Suttkus	R.D. Suttkus & Clemmer	RDS 3670	1965	11 May 1965
14304	Clemmer	Clemmer	R.D. Suttkus & Clemmer	RDS 3670	1965	11 May 1965
14305	R.D. Suttkus	Suttkus	R.D. Suttkus & Clemmer	RDS 3671	1965	11 May 1965
14305	Clemmer	Clemmer	R.D. Suttkus & Clemmer	RDS 3671	1965	11 May 1965
14306	R.D. Suttkus	Suttkus	R.D. Suttkus & C. Jones	RDS 3672	1965	16/5/1965
14306	C. Jones	Jones	R.D. Suttkus & C. Jones	RDS 3672	1965	16/5/1965
14307	R.D. Suttkus	Suttkus	R.D. Suttkus & C. Jones	RDS 3673	1965	17/5/1965
14307	C. Jones	Jones	R.D. Suttkus & C. Jones	RDS 3673	1965	17/5/1965
14308	R.D. Suttkus	Suttkus	R.D. Suttkus & C. Jones	RDS 3674	1965	17 May 1965
14308	C. Jones	Jones	R.D. Suttkus & C. Jones	RDS 3674	1965	17 May 1965
14309	R.D. Suttkus	Suttkus	R.D. Suttkus & C. Jones	RDS 3675	1965	17/5/1965
14309	C. Jones	Jones	R.D. Suttkus & C. Jones	RDS 3675	1965	17/5/1965
14310	R.D. Suttkus	Suttkus	R.D. Suttkus & C. Jones	RDS 3676	1965	17/5/1965
14310	C. Jones	Jones	R.D. Suttkus & C. Jones	RDS 3676	1965	17/5/1965
14311	R.D. Suttkus	Suttkus	R.D. Suttkus & C. Jones	RDS 3677	1965	18/5/1965
14311	C. Jones	Jones	R.D. Suttkus & C. Jones	RDS 3677	1965	18/5/1965
14312	R.D. Suttkus	Suttkus	R.D. Suttkus & C. Jones	RDS 3678	1965	19/5/1965
14312	C. Jones	Jones	R.D. Suttkus & C. Jones	RDS 3678	1965	19/5/1965
14313	R.D. Suttkus	Suttkus	R.D. Suttkus & C. Jones	RDS 3679	1965	19/5/1965
14313	C. Jones	Jones	R.D. Suttkus & C. Jones	RDS 3679	1965	19/5/1965
14314	R.D. Suttkus	Suttkus	R.D. Suttkus & G.E. Gunning	RDS 3681	1965	21/5/1965
14314	G.E. Gunning	Gunning	R.D. Suttkus & G.E. Gunning	RDS 3681	1965	21/5/1965
14315	R.D. Suttkus	Suttkus	R.D. Suttkus & G.E. Gunning	RDS 3682	1965	21/5/1965
14315	G.E. Gunning	Gunning	R.D. Suttkus & G.E. Gunning	RDS 3682	1965	21/5/1965
14316	R.D. Suttkus	Suttkus	R.D. Suttkus & G.E. Gunning	RDS 3683	1965	21/5/1965
14316	G.E. Gunning	Gunning	R.D. Suttkus & G.E. Gunning	RDS 3683	1965	21/5/1965
14317	R.D. Suttkus	Suttkus	R.D. Suttkus & G.E. Gunning	RDS 3684	1965	21/5/1965
14317	G.E. Gunning	Gunning	R.D. Suttkus & G.E. Gunning	RDS 3684	1965	21/5/1965
14318	R.D. Suttkus	Suttkus	R.D. Suttkus & G.E. Gunning	RDS 3685	1965	21/5/1965
14318	G.E. Gunning	Gunning	R.D. Suttkus & G.E. Gunning	RDS 3685	1965	21/5/1965
14319	R.D. Suttkus	Suttkus	"RD Suttkus, CD Barbour, GE Gunning & Reed"	RDS 3686	1965	21 May 1965
14319	CD Barbour	Barbour	"RD Suttkus, CD Barbour, GE Gunning & Reed"	RDS 3686	1965	21 May 1965
14319	GE Gunning	Gunning	"RD Suttkus, CD Barbour, GE Gunning & Reed"	RDS 3686	1965	21 May 1965
14319	Reed	Reed	"RD Suttkus, CD Barbour, GE Gunning & Reed"	RDS 3686	1965	21 May 1965
14320	R.D. Suttkus	Suttkus	R.D. Suttkus & G.E. Gunning	RDS 3687	1965	9/6/1965
14320	G.E. Gunning	Gunning	R.D. Suttkus & G.E. Gunning	RDS 3687	1965	9/6/1965
14321	R.D. Suttkus	Suttkus	R.D. Suttkus & G.E. Gunning	RDS 3688	1965	9/6/1965
14321	G.E. Gunning	Gunning	R.D. Suttkus & G.E. Gunning	RDS 3688	1965	9/6/1965
14322	R.D. Suttkus	Suttkus	R.D. Suttkus & G.E. Gunning	RDS 3689	1965	9 June 1965
14322	G.E. Gunning	Gunning	R.D. Suttkus & G.E. Gunning	RDS 3689	1965	9 June 1965
14323	R.D. Suttkus	Suttkus	R.D. Suttkus & G.E. Gunning	RDS 3690	1965	9/6/1965
14323	G.E. Gunning	Gunning	R.D. Suttkus & G.E. Gunning	RDS 3690	1965	9/6/1965
14324	R.D. Suttkus	Suttkus	R.D. Suttkus & G.E. Gunning	RDS 3691	1965	9/6/1965
14324	G.E. Gunning	Gunning	R.D. Suttkus & G.E. Gunning	RDS 3691	1965	9/6/1965
14325	R.D. Suttkus	Suttkus	R.D. Suttkus & G.E. Gunning	RDS 3692	1965	9 June 1965
14325	G.E. Gunning	Gunning	R.D. Suttkus & G.E. Gunning	RDS 3692	1965	9 June 1965
14326	Environmental Biology Class	Class Group	Environmental Biology Class	RDS 3695	1965	18 June 1965
14327	Environmental Biology Class	Class Group	Environmental Biology Class	RDS 3696	1965	18/6/1965
14328	Environmental Biology Class	Class Group	Environmental Biology Class	RDS 3697	1965	18/6/1965
14329	Environmental Biology Class	Class Group	Environmental Biology Class	RDS 3698	1965	18/6/1965
14330	Environmental Biology Class	Class Group	Environmental Biology Class	RDS 3699	1965	19/6/1965
14331	Environmental Biology Class	Class Group	Environmental Biology Class	RDS 3700	1965	20/6/1965
14332	Environmental Biology Class	Class Group	Environmental Biology Class	RDS 3701	1965	20/6/1965
14333	Environmental Biology Class	Class Group	Environmental Biology Class	RDS 3702	1965	20/6/1965
14334	Environmental Biology Class	Class Group	Environmental Biology Class	RDS 3703	1965	21/6/1965
14335	Environmental Biology Class	Class Group	Environmental Biology Class	RDS 3704	1965	21/6/1965
14336	Environmental Biology Class	Class Group	Environmental Biology Class	RDS 3705	1965	21 June 1965
14337	Environmental Biology Class	Class Group	Environmental Biology Class	RDS 3706	1965	21 June 1965
14338	Environmental Biology Class	Class Group	Environmental Biology Class	RDS 3707	1965	22/6/1965
14339	Environmental Biology Class	Class Group	Environmental Biology Class	RDS 3709	1965	24/6/1965
14340	Environmental Biology Class	Class Group	Environmental Biology Class	RDS 3710	1965	25 June 1965
14341	Environmental Biology Class	Class Group	Environmental Biology Class	RDS 3712	1965	26 June 1965
14342	Environmental Biology Class	Class Group	Environmental Biology Class	RDS 3713	1965	27/6/1965
14343	Environmental Biology Class	Class Group	Environmental Biology Class	RDS 3714	1965	28/6/1965
14344	Environmental Biology Class	Class Group	Environmental Biology Class	RDS 3715	1965	29/6/1965
14345	Environmental Biology Class	Class Group	Environmental Biology Class	RDS 3717	1965	1/7/1965
14346	R.D. Suttkus	Suttkus	R.D. Suttkus & G.E. Gunning	RDS 3718	1965	5/7/1965
14346	G.E. Gunning	Gunning	R.D. Suttkus & G.E. Gunning	RDS 3718	1965	5/7/1965
14347	R.D. Suttkus	Suttkus	R.D. Suttkus & G.E. Gunning	RDS 3719	1965	5/7/1965
14347	G.E. Gunning	Gunning	R.D. Suttkus & G.E. Gunning	RDS 3719	1965	5/7/1965
14348	R.D. Suttkus	Suttkus	R.D. Suttkus & G.E. Gunning	RDS 3720	1965	5 July 1965
14348	G.E. Gunning	Gunning	R.D. Suttkus & G.E. Gunning	RDS 3720	1965	5 July 1965
14349	R.D. Suttkus	Suttkus	R.D. Suttkus & G.E. Gunning	RDS 3721	1965	5/7/1965
14349	G.E. Gunning	Gunning	R.D. Suttkus & G.E. Gunning	RDS 3721	1965	5/7/1965
14350	R.D. Suttkus	Suttkus	R.D. Suttkus & G.E. Gunning	RDS 3722	1965	5/7/1965
14350	G.E. Gunning	Gunning	R.D. Suttkus & G.E. Gunning	RDS 3722	1965	5/7/1965
14351	R.D. Suttkus	Suttkus	R.D. Suttkus & G.E. Gunning	RDS 3723	1965	5 July 1965
14351	G.E. Gunning	Gunning	R.D. Suttkus & G.E. Gunning	RDS 3723	1965	5 July 1965
14352	Environmental Biology Class	Class Group	Environmental Biology Class	RDS 3724	1965	8 July 1965
14353	Environmental Biol. Class	Class Group	Environmental Biol. Class	RDS 3727	1965	12/7/1965
14354	R.D. Suttkus	Suttkus	"Suttkus, Clemmer & Enivron. Bio. Class"	RDS 3730	1965	13 July 1965
14354	Clemmer	Clemmer	"Suttkus, Clemmer & Enivron. Bio. Class"	RDS 3730	1965	13 July 1965
14354	Enivron. Bio. Class	Class Group	"Suttkus, Clemmer & Enivron. Bio. Class"	RDS 3730	1965	13 July 1965
14355	Environmental Biol. Class	Class Group	Environmental Biol. Class	RDS 3731	1965	14/7/1965
14356	Environmental Biology Class	Class Group	Environmental Biology Class	RDS 3732	1965	18/7/1965
14357	Environmental Biol. Class	Class Group	Environmental Biol. Class	RDS 3733	1965	23/7/1965
14358	R.D. Suttkus	Suttkus	R.D. Suttkus & G.E. Gunning	RDS 3735	1965	6/8/1965
14358	G.E. Gunning	Gunning	R.D. Suttkus & G.E. Gunning	RDS 3735	1965	6/8/1965
14359	R.D. Suttkus	Suttkus	R.D. Suttkus & G.E. Gunning	RDS 3737	1965	6/8/1965
14359	G.E. Gunning	Gunning	R.D. Suttkus & G.E. Gunning	RDS 3737	1965	6/8/1965
14360	R.D. Suttkus	Suttkus	R.D. Suttkus & G.E. Gunning	RDS 3738	1965	6 Aug 1965
14360	G.E. Gunning	Gunning	R.D. Suttkus & G.E. Gunning	RDS 3738	1965	6 Aug 1965
14361	R.D. Suttkus	Suttkus	"R.D. Suttkus, G.E. Gunning & G.H. Clemmer"	RDS 3740	1965	"6-7 Aug., 1965"
14361	G.E. Gunning	Gunning	"R.D. Suttkus, G.E. Gunning & G.H. Clemmer"	RDS 3740	1965	"6-7 Aug., 1965"
14361	G.H. Clemmer	Clemmer	"R.D. Suttkus, G.E. Gunning & G.H. Clemmer"	RDS 3740	1965	"6-7 Aug., 1965"
14362	R.D. Suttkus	Suttkus	R.D. Suttkus & G.E. Gunning	RDS 3741	1965	27 Aug 1965
14362	G.E. Gunning	Gunning	R.D. Suttkus & G.E. Gunning	RDS 3741	1965	27 Aug 1965
14363	R.D. Suttkus	Suttkus	R.D. Suttkus & G.E. Gunning	RDS 3742	1965	28/8/1965
14363	G.E. Gunning	Gunning	R.D. Suttkus & G.E. Gunning	RDS 3742	1965	28/8/1965
14364	R.D. Suttkus	Suttkus	R.D. Suttkus & G.E. Gunning	RDS 3743	1965	28 August 1965
14364	G.E. Gunning	Gunning	R.D. Suttkus & G.E. Gunning	RDS 3743	1965	28 August 1965
14365	R.D. Suttkus	Suttkus	R.D. Suttkus & G.E. Gunning	RDS 3744	1965	28/8/1965
14365	G.E. Gunning	Gunning	R.D. Suttkus & G.E. Gunning	RDS 3744	1965	28/8/1965
14366	R.D. Suttkus	Suttkus	R.D. Suttkus & G.E. Gunning	RDS 3745	1965	28 Aug. 1965
14366	G.E. Gunning	Gunning	R.D. Suttkus & G.E. Gunning	RDS 3745	1965	28 Aug. 1965
14367	R.D. Suttkus	Suttkus	R.D. Suttkus & G.E. Gunning	RDS 3746	1965	28/8/1965
14367	G.E. Gunning	Gunning	R.D. Suttkus & G.E. Gunning	RDS 3746	1965	28/8/1965
14368	R.D. Suttkus	Suttkus	R.D. Suttkus & G.E. Gunning	RDS 3747	1965	28 August 1965
14368	G.E. Gunning	Gunning	R.D. Suttkus & G.E. Gunning	RDS 3747	1965	28 August 1965
14369	R.D. Suttkus	Suttkus	R.D. Suttkus & G.E. Gunning	RDS 3748	1965	29/8/1965
14369	G.E. Gunning	Gunning	R.D. Suttkus & G.E. Gunning	RDS 3748	1965	29/8/1965
